Neighborhood,city,state,metro,county,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03
Imperial Point,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329000.0,349000.0,329900.0,319000.0,339500.0,300000.0,285000.0,282450.0,269000.0,257250.0,249900.0,265000.0,284950.0,284900.0
Beach,Pompano Beach,FL,Miami-Fort Lauderdale,Broward,274950.0,275000.0,245500.0,249900.0,229650.0,229000.0,229000.0,225000.0,236500.0,249000.0,244900.0,240000.0,239095.0,249000.0,239000.0,239900.0,245000.0,249000.0,245000.0,249900.0,249900.0,265000.0,259000.0,256000.0,249900.0,250000.0,249000.0,239000.0,249900.0,254900.0,255000.0,269000.0,289900.0,285000.0,299949.5,299000.0,309000.0,299900.0,319999.5,299900.0,299999.0,325000.0,324900.0,329000.0,329000.0,330000.0,329900.0,329000.0,329000.0,329000.0,329900.0,315000.0,325000.0,329450.0,335000.0,348000.0,349000.0,338500.0,339749.5,339000.0,335000.0,339000.0,356000.0,339499.5,359900.0,364500.0,359950.0,349900.0,360000.0,371500.0,379000.0,374900.0,359000.0,367500.0,369900.0,369000.0,367450.0,373650.0,359949.5,369700.0,379000.0,384900.0,375000.0,369000.0,375000.0,379000.0,355000.0,357000.0,362500.0,379950.0,388000.0,388000.0,388000.0,375450.0,375900.0,368750.0,370000.0,386000.0,379500.0
Avalon Harbor,Pompano Beach,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309000.0,299650.0,339000.0,356000.0,408000.0,415500.0,424900.0,453750.0,437500.0,432750.0,415000.0,389000.0,375000.0,375000.0,385000.0,399000.0,369900.0,399000.0,399000.0,399000.0,404700.0,389900.0,387450.0,379950.0,364900.0,379000.0
South Pointe,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289500.0,1387500.0,1445000.0,1690000.0,1599000.0,1324000.0,1324000.0,1163500.0,1250000.0,1195000.0,1189995.0,1156500.0,1199000.0,1250000.0,1199000.0,1190000.0,1149000.0,1195000.0,1250000.0,1250000.0,1195000.0,1212500.0,1195000.0,1150000.0,1150000.0,1180000.0,1150000.0,1195000.0,1295000.0,1299000.0,1295000.0,1299000.0
Bayshore,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897500.0,1989000.0,1825000.0,1825000.0,1750000.0,1725000.0,1592000.0,1695000.0,1695000.0,1625000.0,1600000.0,1675000.0,1624999.5,1567000.0,1494500.0,1460000.0,1450000.0,1400000.0
Villages of Oriole,Delray Beach,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94900.0,99000.0,89900.0,89800.0,94000.0,90000.0,93800.0,109999.5,112000.0,119900.0,124950.0,120700.0,119900.0,123000.0,124900.0,123900.0,119900.0,119900.0,118000.0,114950.0,114850.0,114900.0,114200.0,115000.0,119950.0,122000.0,122000.0,124000.0,118500.0,119000.0,119500.0,123900.0,119900.0,117500.0,115000.0,127450.0,129900.0,131000.0,134900.0,138950.0,130000.0
Pineapple Park - Ibis,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519000.0,519900.0,529000.0,499000.0,499450.0,519000.0,525000.0,495000.0,479000.0,479000.0,469000.0,469900.0,463999.0,439000.0,429000.0,425000.0,399950.0,415000.0,386950.0,399000.0,399900.0,410000.0,399000.0,399000.0,405000.0
Nautilus,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739000.0,1784500.0,1599000.0,1400000.0,1350000.0,1450000.0,1387500.0,1319999.0,1415000.0,1399000.0,1432500.0,1422500.0,1395000.0,1289500.0,1349000.0,1295000.0,1280000.0,1277000.0,1349000.0,1390000.0,1349000.0,1499700.0,1495000.0,1297000.0,1299000.0,1425000.0,1574500.0,1490000.0
Downtown,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559000.0,600000.0,599000.0,599000.0,629900.0,599000.0,589000.0,589000.0,580000.0,544000.0,519000.0,538250.0,515000.0,537000.0,525000.0,515000.0,499000.0,554250.0,559500.0,559500.0,643750.0,648500.0
Flagler Heights,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358000.0,354000.0,350000.0,350000.0,352000.0,365000.0,365000.0,369900.0,362000.0,352499.5,369900.0,370000.0
City Center,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762500.0,749500.0,617000.0,549500.0,529000.0,524990.0,514000.0,511995.0,477500.0,529000.0,529000.0,529500.0,535000.0,547250.0,505000.0,525000.0,599000.0,588500.0,590000.0,522000.0,523000.0,545000.0,547000.0,585000.0,567000.0,539000.0,532000.0,520000.0,525000.0,525000.0,527500.0,525000.0,489500.0,484950.0,487500.0,489450.0,489900.0,475000.0,471700.0,469000.0
Snug Harbor,Pompano Beach,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139999.0,159950.0,159950.0,179900.0,184750.0,189500.0,197499.5,187000.0,199999.0,199000.0,179000.0,174450.0,162449.5,164950.0,149999.0,155000.0
Lyons Park,Pompano Beach,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000.0,249000.0,254900.0,262450.0,256900.0,252000.0,232400.0,249000.0,262900.0,259900.0,259900.0,252499.5,250000.0,247450.0,250000.0,250000.0,260000.0,265500.0,247450.0,250000.0,250000.0,249900.0,244900.0,264950.0,267450.0,264900.0
La Gorce,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2295000.0,2350000.0,2250000.0,2122500.0,1999999.0,1944999.5,2175000.0,1999999.0,2087499.5,1999499.5,2250000.0,2350000.0,2322500.0,2272500.0,2195000.0
Hillcrest,Hollywood,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99900.0,103950.0,99900.0,104900.0,104900.0,104900.0,104900.0,101000.0,102000.0,104900.0,104900.0,106888.0,101450.0,106888.0,114900.0,117000.0,115000.0,109000.0,99900.0,100000.0,109900.0,114950.0,100000.0,99700.0,99999.0,102000.0,110000.0,110000.0,115000.0,116500.0,116500.0,115000.0,114700.0,114000.0,115000.0,109900.0,114500.0,119000.0,135000.0,119900.0,115000.0,109950.0,119000.0,124500.0,129000.0,125000.0,122500.0,129000.0,129000.0,142950.0,139900.0,130950.0,133400.0
Sailboat Bend,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310000.0,329900.0,341500.0,339000.0,311750.0,299000.0,329000.0,324900.0,312500.0,301000.0,292000.0,299000.0,299000.0,304000.0,349000.0,348000.0,353000.0,375000.0,366950.0,347000.0,375000.0,366500.0,349000.0,350000.0,374000.0,387000.0,389900.0,387000.0,389900.0,389900.0,375000.0,364800.0,384900.0,377450.0,377450.0,370000.0,360450.0,369450.0,375750.0,399500.0,400000.0,399000.0,403000.0,389000.0,389000.0,409500.0,419000.0,465000.0,455900.0,452450.0,472000.0,439000.0,425000.0,399500.0,399000.0,389000.0,399000.0,385000.0,399000.0,410000.0,433000.0,429400.0,453500.0,454000.0
Tarpon River,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329000.0,309000.0,317000.0,309000.0,349000.0,300000.0,349500.0,389000.0,371500.0,358000.0,349900.0,355000.0,329500.0,339000.0,339000.0,337000.0,339000.0,335000.0,335000.0,329500.0,349900.0,337500.0,338250.0,345000.0,356200.0,335000.0,350000.0,366500.0,390000.0,415000.0,417000.0,407500.0,400000.0,400000.0,467450.0,459900.0,392500.0,397450.0,450000.0,404495.0,399495.0,399000.0,459900.0,459900.0,477000.0,409000.0,419000.0,379000.0,399000.0,391950.0,354450.0,379000.0,359000.0
Lake Ridge,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499000.0,499000.0,459900.0,499000.0,499000.0,489000.0,475000.0,484000.0,553500.0,555200.0,515156.0,499999.0,515156.0,515156.0,515156.0,499000.0,499450.0,499450.0,540006.0
Harbordale,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299999.0,323750.0,325700.0,325700.0,325000.0,286500.0,286500.0,282000.0,274900.0,279000.0,269900.0,265000.0,265000.0,269000.0,267500.0,249900.0,245000.0,235000.0,242450.0,252500.0,274950.0,289500.0,309000.0
Palm Club Village,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72637.5,74400.0,79900.0,79900.0,81000.0,84900.0,89000.0,89900.0,87400.0,85000.0,89000.0,79947.5,78000.0,84900.0,79900.0,82900.0,97500.0,98650.0,99200.0,99350.0,94999.5,94000.0,85000.0,90000.0,90000.0,96900.0,92000.0,98775.0,95500.0,97775.0,103750.0,94500.0,105000.0,94900.0,99999.0,102500.0,99999.0,107499.5,109500.0,110000.0,109000.0,106500.0,119450.0,122200.0,114900.0,112450.0,112450.0,114900.0,127000.0,129500.0,119450.0,116712.0,122000.0
Galt Mile,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,365000.0,355000.0,357500.0,349999.0,349900.0,339950.0,339950.0,349900.0,365000.0,349000.0,339700.0,349900.0,349500.0,334950.0,325000.0,325000.0,329900.0,339450.0,349900.0,345000.0,335000.0,359000.0,369000.0,385000.0,369000.0,389000.0,367000.0,369900.0,379000.0,385000.0,399000.0,399000.0,399000.0,381999.5,399000.0,349900.0,355000.0,349900.0,349900.0,339250.0,337000.0,338250.0,339000.0,369999.0,359000.0,349950.0,369000.0,369000.0,379000.0,389000.0,379000.0,375000.0,378000.0,335000.0,329000.0,329000.0,325000.0,329950.0,330000.0,325000.0,325000.0,319900.0,329000.0,329900.0,344900.0,350000.0,352450.0,375000.0,365000.0,330000.0,350000.0,369000.0,369000.0,384450.0,399450.0,424900.0,399900.0,382000.0,399900.0,424900.0,399000.0,384000.0,372450.0,393000.0,365000.0,359000.0,355000.0,355000.0,369000.0,379000.0,410000.0,415000.0,410000.0,417000.0,389000.0,359000.0,375750.0,390000.0,389000.0
High Point,Delray Beach,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77900.0,77400.0,68250.0,71000.0,83500.0,86900.0,86750.0,94900.0,92200.0,89900.0,85000.0,84990.0,87000.0,87250.0,94450.0,98675.0,94999.5,94900.0,94999.0,97000.0,96500.0,95750.0,96500.0,102450.0,107449.5,109900.0,105000.0,99000.0,103999.5,108700.0,108000.0,108000.0,108000.0,106990.0,104500.0,108500.0,105000.0,102000.0,104000.0,105100.0,103950.0,101000.0,104000.0,107499.5,109999.5,119950.0,119500.0,119450.0,124700.0,124900.0,122250.0
Landings,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694500.0,740000.0,749500.0,850000.0,868000.0,720000.0,725000.0,725000.0,800000.0,875000.0,887000.0,929000.0
Downtown,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377450.0,379900.0,375000.0,356000.0,376388.5,378838.5,359500.0,362000.0,370950.0,399000.0,362000.0,380000.0,346500.0,349000.0,409900.0,437000.0,392200.0,392200.0,369450.0,391050.0,389000.0,347400.0,329000.0,335000.0,349999.0,379000.0,379000.0,360000.0,350000.0,349950.0,339950.0,340000.0,349000.0,349475.0,349000.0,349000.0,349888.5,350000.0,369000.0,365000.0,360000.0,360000.0,360000.0,359900.0,349000.0,347000.0,349000.0,351500.0,354900.0,392200.0,356400.0,354000.0,349000.0,325000.0
Northwood Harbor,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186450.0,179900.0,201500.0,207500.0,215000.0,214900.0,199000.0,214950.0,218500.0,227000.0,216950.5,215000.0,189450.0,199900.0,199450.0,212450.0,234000.0,231500.0,215000.0,221500.0,217450.0,228000.0,229000.0,224900.0,204500.0,199950.0,212000.0,215000.0,225000.0,224888.5,224888.5,225000.0,223900.0,214000.0,216950.0,209000.0,197450.0,212000.0,209500.0,211950.0,209500.0,215000.0,217450.0,205000.0,214900.0
Singer Island,Riviera Beach,FL,Miami-Fort Lauderdale,Palm Beach,479000.0,449000.0,440000.0,429000.0,399000.0,399000.0,400000.0,400000.0,425000.0,429000.0,429450.0,437000.0,449000.0,449000.0,425000.0,400000.0,399500.0,429000.0,441950.0,425000.0,425000.0,425000.0,399000.0,399000.0,399000.0,425000.0,399900.0,404000.0,425000.0,425000.0,450000.0,425000.0,452500.0,450000.0,475000.0,495000.0,477000.0,477000.0,475000.0,469000.0,475000.0,475000.0,454500.0,439000.0,449999.0,430000.0,449000.0,450000.0,450000.0,447500.0,449000.0,429000.0,425000.0,424500.0,425000.0,410000.0,399000.0,429000.0,434950.0,429000.0,437500.0,440000.0,433950.0,435000.0,440000.0,433950.0,489450.0,499000.0,516900.0,529000.0,525000.0,521950.0,499947.5,489900.0,495000.0,489000.0,489450.0,499000.0,517000.0,561000.0,519900.0,528500.0,539000.0,579000.0,597000.0,632450.0,639900.0,625000.0,599000.0,599000.0,619000.0,595444.0,599800.0,695000.0,697000.0,679500.0,680000.0,649950.0,625000.0
Belle Isle,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683500.0,640000.0,693500.0,712500.0,663500.0,693500.0,695000.0,727000.0,695000.0,649500.0,667500.0,644500.0,744500.0,775000.0,749499.5,770000.0,714500.0,735000.0,735000.0,745000.0,717000.0,699000.0,742000.0,749500.0,749000.0,765000.0,794000.0,787500.0,787500.0,684000.0,720000.0,654000.0,667000.0,625000.0
Las Olas Isles,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2999000.0,2894500.0,2655000.0,2587500.0,2495000.0,2200000.0,2200000.0,2495000.0,2485000.0,2475000.0,2490000.0,2575000.0,2750000.0,2750000.0,2662500.0,2499500.0,2749500.0,2675000.0,2500000.0,2597000.0,2597000.0,2597500.0
Cypress Bend,Pompano Beach,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133450.0,127450.0,124777.0,128777.0,126900.0,124838.5,124500.0,123900.0,130000.0,138900.0,134500.0,135000.0,139950.0,139900.0,146950.0,149900.0,137450.0,148950.0,148000.0,147750.0,136500.0,154000.0,139250.0,132500.0,132500.0,132500.0,140000.0,145000.0,149000.0,149000.0,149000.0,145000.0,148250.0,149500.0,159500.0,148750.0,142500.0,143750.0,145000.0,149900.0,150000.0,150000.0,148900.0,157000.0,159950.0,165000.0,165000.0,166500.0,170000.0,159950.0,159999.0,165000.0,162499.5
Central Park,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439500.0,414450.0,450000.0,449000.0,444000.0,409000.0,414000.0,399000.0,399000.0,395500.0,395500.0,392700.0,392700.0,389900.0,372400.0,374900.0,379900.0,359000.0,375000.0
Harbour Isles,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607450.0,545000.0,632450.0,649900.0,659900.0,607450.0,619500.0,619000.0,639900.0,619450.0,575000.0,555000.0,550000.0,539000.0,539000.0,524900.0,550000.0,589000.0,565000.0,557000.0,525000.0,512000.0,515000.0,520000.0,525000.0,510000.0,465000.0,399000.0,399900.0,414000.0,425000.0,420000.0,420000.0,419000.0
Hendricks and Venice Isles,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518600.0,1499500.0,1485000.0,1497000.0,1475000.0,1450000.0,1450000.0,1372000.0,1342500.0,1350000.0,1348000.0,1395000.0,1299990.0,1395000.0,1395000.0,1395000.0,1395000.0,1395000.0,1395000.0,1395000.0,1390500.0,1442000.0,1450000.0
Eastern Shores,North Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279000.0,254900.0,250000.0,260000.0,260000.0,266950.0,242000.0,228000.0,250000.0,249000.0,249000.0,259700.0,259900.0,229000.0,220000.0,199999.0,200000.0,214000.0,235000.0,220000.0,215000.0,218500.0,209900.0,232000.0,232500.0,249000.0,239000.0,230000.0,249000.0,229500.0,235000.0,249900.0,245000.0,249900.0,245000.0,239000.0,250000.0,251000.0,249000.0,239000.0,225000.0,225000.0,219000.0,232500.0,235000.0,227000.0,249000.0,249000.0,249000.0,249450.0,249000.0,242500.0
North Andrews Gardens,Oakland Park,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159900.0,158500.0,158450.0,161500.0,158000.0,164450.0,163500.0,169000.0,169450.0,160000.0,159900.0,168000.0,174900.0,159900.0,165000.0,174400.0,179999.0,179000.0,179999.0,179998.0,182550.0,199000.0,199900.0,199700.0,199700.0,199000.0,199450.0,199450.0,199000.0,214900.0,220000.0,210000.0,215000.0,218500.0,219000.0,230250.0,229450.0,225000.0,220000.0,215000.0,229000.0,229995.0,229995.0,235000.0,235000.0,240000.0,239900.0,239900.0,237500.0,235000.0,239000.0,250008.0,246500.0
Plantation Acres,Plantation,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649999.0,749900.0,749900.0,658000.0,599450.0,639999.0,677500.0,692000.0,725000.0,720000.0,639000.0,699000.0,759900.0,724999.0,685000.0,655000.0,649900.0,675000.0,599450.0,609499.5,665000.0,672375.0,654000.0,661950.0,694900.0,694900.0,678541.0,678541.0,650000.0,687450.0,699000.0,694450.0,702450.0,675000.0
Central,North Miami,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134700.0,140000.0,150000.0,133690.0,128900.0,131845.0,130000.0,150000.0,145000.0,159000.0,162000.0,150000.0
Highland Village,North Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150000.0,1055000.0,1125000.0,1055000.0,1165000.0,1175000.0,1196888.5,1165000.0,1165000.0,1190000.0,1185000.0,1150000.0,1150000.0,1150000.0,1072500.0,1075000.0,1055000.0
Walden,Miami Gardens,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162400.0,164900.0,159000.0,147225.0,169900.0,169207.0,169207.0,169207.0,160000.0,142450.0,160000.0,172499.5,169950.0,169900.0,155000.0,155000.0,158000.0,164000.0,174999.5
Bluffs,Jupiter,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000.0,319000.0,319000.0,355000.0,352000.0,356000.0,344000.0,346500.0,341500.0,318700.0,299000.0,299450.0,300000.0,324900.0,327450.0,322450.0,330000.0,330000.0,329900.0,324000.0,315000.0,319000.0,325000.0,332450.0,319900.0,325000.0,325000.0,330000.0,337250.0,339500.0,349000.0,349000.0,345000.0,377000.0,362450.0,389000.0,399900.0,449000.0,439000.0,439000.0,429000.0,369000.0,369250.0,375000.0,349000.0,347500.0,374900.0,375000.0,374950.0,374950.0,385500.0,365000.0,382250.0,379000.0,382450.0,379450.0
City Center,North Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90250.0,93750.0,85000.0,83944.0,92000.0,95000.0,95000.0,95000.0,95000.0,95000.0,90000.0,85900.0,90000.0,85000.0,90000.0,90000.0,94500.0,100000.0,104900.0,105500.0,109950.0,109900.0,104950.0,108000.0,109000.0,112000.0,108000.0,104950.0,106500.0,110000.0,108950.0,110000.0,112388.5,115900.0,119000.0,119000.0,120000.0,116000.0,117000.0,118500.0,134500.0,118000.0,129900.0,126000.0,126000.0,125000.0
North Ponce de Leon,Coral Gables,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000.0,339700.0,339000.0,348950.0,348900.0,348900.0,345000.0,339000.0,339850.0,348950.0,350000.0,360000.0,391850.0,392000.0,379000.0,352000.0,330000.0,345000.0,344500.0,356800.0,360000.0,340000.0,365000.0,364500.0,375000.0,363450.0,367450.0,352000.0,369950.0,369900.0,355000.0,350000.0,350000.0,363300.0,375000.0,352000.0,359000.0,352000.0,358000.0,379700.0,395500.0,405000.0,384950.0,365000.0,369950.0,367450.0,349000.0,352000.0,358500.0,353500.0,355000.0,355000.0,372500.0
Lauderdale West,Plantation,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142000.0,144900.0,140000.0,139900.0,142250.0,145000.0,147000.0,141450.0,142900.0,143500.0,135000.0,135000.0,139900.0,139999.0,141050.0,142500.0,139950.0,142700.0,149900.0,141400.0,157000.0,152450.0,159900.0,150000.0,149950.0,149900.0,149900.0,144950.0,140000.0,142000.0,139900.0,151900.0,151900.0,157900.0,152400.0,148659.0,139900.0,147450.0,170100.0,179000.0,175000.0,171250.0,174900.0,173900.0,171950.0,174950.0,175000.0,175000.0,175000.0,180000.0,179950.0
Amber Creek East,North Miami,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132500.0,129900.0,120000.0,129000.0,126250.0,129000.0,129000.0,128250.0,132500.0,132500.0,139000.0,149900.0,149500.0,155000.0,140000.0,145000.0,147500.0,147000.0,149900.0,158000.0,164900.0,168500.0,160400.0,150000.0,155450.0,169000.0,174850.0,169000.0,175000.0,179500.0,180000.0,179450.0,189000.0,179900.0,175000.0,168500.0,180000.0,175000.0,175000.0,175000.0,175000.0,177000.0,179000.0,176500.0,181000.0,180000.0,181000.0,181000.0,185000.0,186500.0,185000.0,179900.0,179950.0
Admirals Cove,Jupiter,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250000.0,2172500.0,2172500.0,2095000.0,2095000.0,1995000.0,2047500.0,1950000.0,1972500.0,1900000.0,1797000.0,1900000.0,1995000.0,2210000.0,2575000.0,2872500.0,2499000.0,2574500.0
