zipcode,city,state,metro,county,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03
33428,Boca Raton,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,1100.0,1062.5,1100.0,1100.0,1087.5,1150.0,1200.0,1165.0,1170.0,1150.0,1248.0,1300.0,1246.0,1207.0,1212.5,1266.0,1275.0,1266.0,1275.0,1231.5,1275.0,1250.0,1297.0,1250.0,1250.0,1250.0,1300.0,1300.0,1250.0,1282.5,1300.0,1297.5,1285.0,1250.0,1250.0,1250.0,1300.0,1250.0,1250.0,1250.0,1300.0,1332.5,1340.0,1350.0,1312.5,1325.0,1395.0,1395.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1400.0,1415.0,1405.0,1410.0,1450.0,1450.0,1350.0,1380.0,1400.0,1450.0,1450.0,1300.0,1375.0,1300.0,1350.0,1450.0,1400.0,1400.0,1419.0,1450.0,1450.0,1450.0,1450.0,1400.0,1450.0,1450.0,1490.0,1500.0,1500.0
33172,Fountainbleau,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,1200.0,1200.0,1200.0,1200.0,1212.5,1200.0,1250.0,1250.0,1250.0,1250.0,1200.0,1200.0,1249.5,1250.0,1250.0,1250.0,1275.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1289.0,1295.0,1297.0,1300.0,1350.0,1350.0,1350.0,1312.5,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1362.5,1400.0,1400.0,1400.0,1400.0,1450.0,1475.0,1450.0,1450.0,1400.0,1450.0,1487.5,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1525.0,1500.0,1547.5,1550.0,1500.0,1550.0,1500.0,1512.5,1500.0,1575.0,1500.0,1550.0,1600.0,1550.0,1597.5,1600.0,1600.0,1600.0,1690.0,1650.0,1600.0,1650.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1625.0
33131,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,2500.0,2462.5,2462.5,2590.0,2500.0,2425.0,2350.0,2400.0,2500.0,2500.0,2500.0,2600.0,2550.0,2700.0,2700.0,2700.0,2600.0,2600.0,2600.0,2650.0,2650.0,2700.0,2700.0,2750.0,2900.0,2790.0,2750.0,2600.0,2650.0,2700.0,2800.0,2800.0,2725.0,2700.0,2700.0,2750.0,2800.0,2800.0,2700.0,2700.0,2800.0,2700.0,2700.0,2700.0,2850.0,2850.0,2850.0,2900.0,2925.0,2875.0,2800.0,2800.0,2800.0,2800.0,2850.0,2800.0,2885.0,2820.0,3000.0,2950.0,2900.0,2900.0,2850.0,2850.0,2900.0,2950.0,2950.0,2850.0,2800.0,2950.0,2850.0,2900.0,3000.0,2800.0,2950.0,2900.0,2900.0,2868.0,2900.0,2900.0,2850.0,2866.5,2904.0,2958.0,2900.0,2875.0,2850.0,2890.0,2900.0,2850.0,2850.0
33155,Coral Terrace,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,1500.0,1550.0,1500.0,1550.0,1500.0,1500.0,1500.0,1500.0,1500.0,1450.0,1500.0,1500.0,1495.0,1400.0,1450.0,1500.0,1500.0,1550.0,1550.0,1500.0,1600.0,1600.0,1600.0,1550.0,1450.0,1550.0,1548.0,1650.0,1700.0,1800.0,1800.0,1787.5,1800.0,1737.5,1753.0,1695.0,1700.0,1750.0,1750.0,2000.0,1975.0,1812.5,1825.0,1972.5,1875.0,1850.0,1850.0,1850.0,1850.0,1850.0,1900.0,1825.0,1847.5,1850.0,1850.0,1850.0,1815.0,1870.0,1990.0,1987.0,1900.0,1900.0,2000.0,2000.0,1900.0,1875.0,1850.0,1850.0,1800.0,1925.0,1900.0,1900.0,1900.0,2100.0,2110.0,2000.0,1950.0,1950.0,1875.0,1875.5,1945.0,1975.0,1965.0,1967.5,1980.0,1900.0
33193,Kendall West,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,1150.0,1150.0,1150.0,1125.0,1150.0,1150.0,1150.0,1150.0,1160.0,1150.0,1150.0,1150.0,1150.0,1200.0,1200.0,1200.0,1195.0,1175.0,1162.5,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1215.0,1250.0,1235.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1312.5,1350.0,1350.0,1350.0,1350.0,1325.0,1350.0,1350.0,1350.0,1375.0,1300.0,1350.0,1350.0,1350.0,1400.0,1412.5,1350.0,1400.0,1449.0,1400.0,1400.0,1437.5,1400.0,1400.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0
33014,Hialeah,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.0,1697.5,1650.0,1650.0,1700.0,1695.0,1680.0,1650.0,1700.0,1750.0,1700.0,1700.0,1700.0,1700.0,1700.0
33401,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,1550.0,1500.0,1525.0,1525.0,1550.0,1550.0,1550.0,1550.0,1550.0,1500.0,1500.0,1550.0,1550.0,1500.0,1500.0,1550.0,1500.0,1500.0,1475.0,1475.0,1387.5,1400.0,1300.0,1350.0,1400.0,1400.0,1500.0,1500.0,1637.5,1550.0,1600.0,1700.0,1750.0,1795.0,1695.0,1685.0,1695.0,1650.0,1750.0,1791.0,1800.0,1800.0,1800.0,1750.0,1695.0,1750.0,1595.0,1550.0,1650.0,1650.0,1697.5,1800.0,1895.0,1863.0,1900.0,1950.0,1800.0,1875.0,1800.0,1750.0,1800.0,1900.0,1850.0,1897.0,1840.0,1825.0,1800.0,1897.0,1900.0,1682.0,1844.0,1836.0,1797.0,1927.0,1950.0,1950.0,1950.0,1920.5,1950.0,1949.0,1950.0,1800.0,1800.0,1800.0,1837.5
33133,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,2200.0,2050.0,2200.0,2290.0,2150.0,2300.0,2200.0,2050.0,2100.0,2375.0,2500.0,2500.0,2325.0,2362.5,2300.0,2050.0,2000.0,2150.0,2000.0,1900.0,2050.0,2100.0,2200.0,2200.0,2200.0,2400.0,2300.0,2200.0,2450.0,2500.0,2400.0,2200.0,2200.0,2290.0,2350.0,2300.0,2500.0,2300.0,2299.0,2400.0,2300.0,2300.0,2390.0,2300.0,2390.0,2397.5,2500.0,2450.0,2325.0,2350.0,2395.0,2300.0,2197.5,2200.0,2300.0,2350.0,2400.0,2325.0,2390.0,2650.0,2600.0,2500.0,2500.0,2662.0,2300.0,2340.0,2390.0,2460.0,2460.0,2457.5,2390.0,2460.0,2749.0,2500.0,2450.0,2500.0,2285.0,2275.0,2300.0,2400.0,2541.0,2600.0,2500.0,2450.0,2390.0,2390.0,2392.5,2400.0,2467.5,2406.0,2400.0
33135,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.0,1600.0,1600.0,1650.0,1700.0,1700.0,1700.0,1650.0,1890.0,1950.0,1899.0,1800.0,1800.0,1980.0,1841.5
33309,Oakland Park,FL,Miami-Fort Lauderdale,Broward,,,,,1050.0,1037.5,1050.0,1100.0,1099.5,1100.0,1100.0,1100.0,1090.0,1100.0,1100.0,1100.0,1100.0,1100.0,1150.0,1150.0,1150.0,1150.0,1100.0,1150.0,1150.0,1150.0,1150.0,1135.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1190.0,1198.5,1172.5,1150.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1250.0,1275.0,1275.0,1250.0,1300.0,1300.0,1300.0,1250.0,1250.0,1300.0,1300.0,1300.0,1275.0,1290.0,1250.0,1300.0,1275.0,1300.0,1300.0,1250.0,1275.0,1300.0,1325.0,1350.0,1350.0,1350.0,1375.0,1375.0,1375.0,1390.0,1400.0,1399.5,1395.0,1370.0,1395.0,1400.0
33060,Pompano Beach,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.5,1200.0,1295.0,1300.0,1300.0,1295.0,1250.0,1300.0,1300.0,1287.5,1300.0,1275.0,1250.0,1250.0,1250.0,1300.0,1350.0
33140,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,2947.5,2892.0,3000.0,3000.0,2750.0,2600.0,2500.0,2500.0,2500.0,2500.0,2500.0,2658.0,2700.0,2774.0,2800.0,2800.0,2800.0,2725.0,2650.0,2700.0,2800.0,2800.0,2650.0,2500.0,2600.0,2800.0,2900.0,3000.0,2950.0,2950.0,3000.0,2700.0,2800.0,2737.5,2600.0,2600.0,2700.0,2600.0,2600.0,2600.0,2750.0,2750.0,2800.0,2750.0,2900.0,2750.0,2800.0,2700.0,2750.0,2800.0,2900.0,3000.0,2950.0,3200.0,3100.0,3200.0,3100.0,3200.0,3000.0,3000.0,3000.0,3000.0,3100.0,3200.0,3100.0,3000.0,2850.0,2800.0,2900.0,2850.0,2850.0,2537.0,2599.5,2700.0,3000.0,2595.0,2600.0,2585.0,2925.0,2887.5,3050.0,3000.0,2950.0,3000.0,3000.0,2999.0,2950.0,2950.0,2890.0,2895.0,2962.5
33404,Riviera Beach,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.5,1950.0,2300.0,2350.0,2400.0,2400.0,2500.0,2425.0,2300.0,2399.0,2800.0,2800.0,2500.0,2500.0,2663.5,2725.0,2800.0,2500.0,2850.0,2800.0,2850.0,2800.0,2700.0,2500.0,2500.0,2500.0,2475.0,2600.0,2200.0,2575.0,2350.0,2300.0,2600.0,2350.0,2600.0,2500.0,2500.0,2525.0,2500.0,2750.0,2950.0,3100.0,3200.0,3297.5,3000.0,3000.0,2995.0,2995.0,2675.0
33169,Miami Gardens,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,1350.0,1350.0,1400.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1325.0,1350.0,1400.0
33162,North Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387.5,1395.0,1412.5,1450.0,1450.0,1400.0,1450.0,1400.0,1362.5,1400.0,1400.0,1350.0,1350.0,1337.5,1300.0
33071,Coral Springs,FL,Miami-Fort Lauderdale,Broward,,,,,,1100.0,1100.0,1150.0,1100.0,1150.0,1150.0,1190.0,1112.5,1150.0,1172.0,1185.0,1172.5,1195.0,1209.0,1250.0,1200.0,1200.0,1200.0,1200.0,1195.0,1200.0,1200.0,1200.0,1180.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1225.0,1250.0,1250.0,1250.0,1250.0,1275.0,1282.5,1275.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1350.0,1350.0,1325.0,1350.0,1350.0,1350.0,1345.0,1312.5,1325.0,1350.0,1350.0,1395.0,1395.0,1345.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0
33143,Glenvar Heights,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,2562.0,2725.0,2328.5,2200.0,2303.0,2350.0,2295.0,2300.0,2342.5,2300.0,2645.0,2645.0,2675.0,2657.5,2400.0,2458.0,2400.0
33334,Oakland Park,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,1162.5,1150.0,1082.5,1075.0,1100.0,1200.0,1200.0,1175.0,1275.0,1300.0,1275.0,1250.0,1300.0,1197.5,1200.0,1200.0,1100.0,1200.0,1250.0,1300.0,1300.0,1200.0,1200.0,1200.0,1200.0,1200.0,1150.0,1150.0,1195.0,1200.0,1300.0,1250.0,1250.0,1200.0,1200.0,1200.0,1150.0,1175.0,1250.0,1250.0,1250.0,1250.0,1250.0,1275.0,1345.0,1385.0,1300.0,1275.0,1240.0,1240.0,1250.0,1295.0,1265.0,1250.0,1295.0,1300.0,1295.0,1312.5,1350.0,1300.0,1395.0,1300.0,1350.0,1300.0,1325.0,1300.0,1300.0,1350.0,1450.0,1497.5,1450.0,1400.0,1350.0,1385.0,1317.5,1315.0,1300.0,1350.0,1325.0,1372.5
33460,Lake Worth,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.0,1325.0,1290.0,1257.5,1265.0,1350.0,1300.0,1299.5,1294.5,1315.0,1300.0,1299.0,1325.0,1400.0,1400.0
33351,Sunrise,FL,Miami-Fort Lauderdale,Broward,,,,,,1097.5,1095.0,1050.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1112.5,1100.0,1100.0,1100.0,1100.0,1112.5,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1137.5,1125.0,1150.0,1150.0,1150.0,1150.0,1137.5,1150.0,1150.0,1190.0,1195.0,1200.0,1200.0,1200.0,1175.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1250.0,1200.0,1250.0,1250.0,1250.0,1277.5,1287.5,1250.0,1295.0,1295.0,1250.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1350.0,1397.5,1350.0,1350.0,1300.0,1337.5,1350.0,1300.0,1375.0,1395.0,1400.0,1350.0,1362.5,1391.5,1395.0,1400.0,1382.0,1350.0,1350.0,1350.0,1399.0,1385.0,1400.0
33317,Plantation,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.0,1400.0,1400.0,1350.0,1372.5,1362.5,1400.0,1450.0,1400.0,1400.0,1400.0,1400.0,1400.0,1362.5,1400.0
33069,Pompano Beach,FL,Miami-Fort Lauderdale,Broward,,,,,1100.0,1100.0,1100.0,1100.0,1100.0,1125.0,1135.0,1150.0,1150.0,1150.0,1150.0,1150.0,1100.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1175.0,1150.0,1200.0,1150.0,1150.0,1100.0,1100.0,1100.0,1100.0,1150.0,1150.0,1150.0,1100.0,1150.0,1200.0,1200.0,1200.0,1200.0,1200.0,1175.0,1197.0,1150.0,1150.0,1150.0,1200.0,1200.0,1200.0,1200.0,1162.5,1200.0,1200.0,1250.0,1295.0,1300.0,1300.0,1292.5,1275.0,1250.0,1262.5,1250.0,1250.0,1292.5,1300.0,1300.0,1325.0,1300.0,1300.0,1300.0,1299.0,1300.0,1399.5,1300.0,1300.0,1337.5,1300.0,1350.0,1350.0,1350.0,1375.0,1400.0,1375.0,1400.0,1400.0,1362.5,1350.0,1375.0,1350.0,1400.0
33441,Deerfield Beach,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,1450.0,1600.0,1662.5,1800.0,1770.0,1500.0,1420.0,1450.0,1500.0,1400.0,1400.0,1400.0,1550.0,1440.0,1440.0,1595.0,1500.0,1595.0,1500.0,1600.0,1695.0,1650.0,1625.0,1450.0,1495.0,1550.0,1600.0,1500.0,1500.0,1412.5,1400.0,1375.0,1500.0,1500.0,1440.0,1375.0,1325.0,1400.0,1350.0,1400.0,1495.0,1420.0,1440.0,1500.0,1500.0,1500.0,1500.0,1600.0,1525.0,1600.0,1450.0,1450.0,1512.5,1500.0,1470.0,1500.0
33138,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,1650.0,1650.0,1695.0,1600.0,1725.0,1700.0,1687.5,1600.0,1675.0,1650.0,1700.0,1737.5,1750.0,1750.0,1750.0,1800.0,1850.0,1887.5,1800.0,1750.0,1750.0,1800.0,1850.0,1795.0,1737.5,1850.0,1850.0,1800.0,1900.0,1900.0,1900.0,1875.0,1875.0,1895.0,1895.0,1950.0,1900.0,1950.0,2000.0,2000.0,2000.0,1950.0,1950.0,1925.0,2000.0,2112.5,2100.0,2100.0,2000.0,2100.0,2300.0,2400.0,2395.0,2300.0,2250.0,2100.0,2200.0,2200.0,2200.0,2200.0,2125.0,2150.0,2250.0,2200.0,2150.0,2175.0,2150.0,2395.0,2200.0,2100.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2400.0,2282.5,2242.5,2215.0,2300.0,2200.0,2175.0,2150.0,2175.0,2195.0,2150.0
33326,Weston,FL,Miami-Fort Lauderdale,Broward,,,,,1350.0,1325.0,1300.0,1345.0,1350.0,1380.0,1400.0,1350.0,1350.0,1350.0,1350.0,1365.0,1380.0,1380.0,1350.0,1350.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1450.0,1450.0,1440.0,1400.0,1425.0,1440.0,1440.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1475.0,1500.0,1500.0,1500.0,1500.0,1550.0,1500.0,1500.0,1499.0,1500.0,1500.0,1500.0,1550.0,1550.0,1575.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1550.0,1587.5,1637.5,1600.0,1650.0,1650.0,1650.0,1650.0,1650.0,1675.0,1675.0,1675.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0
33156,Pinecrest,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.0,2250.0,2250.0,2200.0,2175.0,2200.0,2150.0,2000.0,1989.0,1976.0,1890.0,2100.0,2006.0,2100.0,2300.0,2300.0
33183,Kendale Lakes,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,1237.5,1200.0,1250.0,1300.0,1299.5,1250.0,1299.5,1250.0,1280.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1250.0,1250.0,1297.5,1300.0,1300.0,1300.0,1250.0,1250.0,1250.0,1250.0,1250.0,1285.0,1300.0,1350.0,1300.0,1350.0,1350.0,1350.0,1350.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1350.0,1350.0,1387.5,1375.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1397.5,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1450.0,1425.0,1437.5,1425.0,1400.0,1400.0,1400.0,1400.0,1430.0,1500.0,1400.0,1400.0,1400.0,1400.0,1450.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1450.0,1450.0,1460.0,1500.0,1450.0,1487.5,1500.0
33409,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,950.0,980.0,999.0,1000.0,992.0,995.0,982.5,989.0,999.0,1000.0,1000.0,1000.0,1000.0,1000.0,992.0,999.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.5,1000.0,1020.0,1047.5,1000.0,1095.0,1075.0,1080.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1175.0,1200.0,1200.0,1250.0,1200.0,1225.0,1300.0,1250.0,1300.0,1300.0,1295.0,1275.0,1300.0,1339.0,1250.0,1250.0,1295.0,1295.0,1300.0,1250.0,1300.0,1250.0,1300.0,1300.0,1313.0,1325.0,1318.0,1350.0,1375.0,1350.0,1350.0,1350.0,1350.0,1350.0,1300.0,1325.0,1350.0
33407,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,1150.0,1150.0,1175.0,1100.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1212.5,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1350.0,1350.0,1357.5,1400.0,1350.0,1300.0,1295.0,1300.0,1350.0,1350.0,1400.0,1400.0,1400.0,1400.0,1400.0,1350.0,1400.0,1350.0,1350.0,1325.0,1297.5,1350.0,1400.0,1375.0,1400.0,1400.0,1395.0,1400.0,1400.0,1400.0,1400.0,1397.5,1437.5,1400.0,1400.0,1400.0
33173,Kendall,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672.5,1650.0,1600.0,1550.0,1587.5,1550.0,1600.0,1600.0,1595.0,1600.0,1600.0,1600.0,1625.0,1600.0,1600.0
